name,lat,lng,type,size,shape,Primary Market,Airing,Participant,PRX Dovetail hosts,Impact,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25
KSFC-FM:,47.6579711,-117.4235319,broadcast,xlarge,,"Spokane, WA",<i>Live Wire | Christopher Kimball's Milk Street Radio | Reveal | Sound Opinions | The Ezra Klein Show | Think | Zorba</i>,,,,,,,,,,,,
WNPN-FM:,41.878711,-71.3825558,broadcast,xlarge,,"Providence-Warwick-Pawtucket, RI","<i>Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life</i>",,,,,,,,,,,,
WNPE-FM:,41.391646,-71.4809806,broadcast,xlarge,,"Newport-Jamestown-Narragansett, RI","<i>Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life</i>",,,,,,,,,,,,
WELH-FM:,41.8245558,-71.414199,broadcast,xlarge,,"Providence, RI","<i>Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life</i>",,,,,,,,,,,,
WCVY-FM:,41.6885978,-71.5642076,broadcast,xlarge,,"Coventry, RI","<i>Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life</i>",,,,,,,,,,,,
WFSS-FM:,35.0523673,-78.8783774,broadcast,xlarge,,"Fayetteville, NC","<i>Embodied | Latino USA | Left, Right & Center | Reveal | Snap Judgment | Sound Opinions | The Moth Radio Hour</i>",,,,,,,,,,,,
WSHU-FM:,41.17989,-73.1923287,broadcast,xlarge,,"Bridgeport, CT",<i>Echoes | No Small Endeavor | Selected Shorts | The Moth Radio Hour | The World | Think | This American Life</i>,,,,,,,,,,,,
WFIU-FM2:,39.169574,-86.5385549,broadcast,xlarge,,"Bloomington, IN",<i>Afropop Worldwide | Latino USA | Live Wire | PRX Remix | Snap Judgment | The World | This American Life</i>,,,,,,,,,,,,
WRAU-FM:,38.38978,-75.059306,broadcast,xlarge,,"Ocean City, MD",<i>Latino USA | Live Wire | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WAMU-FM:,38.9071923,-77.0368707,broadcast,xlarge,,"Washington, DC",<i>Latino USA | Live Wire | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WNYC-AM:,40.7127753,-74.0059728,broadcast,xlarge,,"New York, NY","<i>Latino USA | Left, Right & Center | Live Wire | Reveal | Selected Shorts | Snap Judgment | The World</i>",,,,,,,,,,,,
KTVR-FM:,45.3245771,-118.0877188,broadcast,xlarge,,"La Grande, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KTMK-FM:,45.4562158,-123.8440137,broadcast,xlarge,,"Tillamook, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KRBM-FM:,45.672075,-118.7885967,broadcast,xlarge,,"Pendleton, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOTD-FM:,45.515232,-122.6783853,broadcast,xlarge,,"Portland, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOPB-FM:,45.472057,-122.670656,broadcast,xlarge,,"Portland, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOPB-AM:,44.052121,-123.0896705,broadcast,xlarge,,"Eugene, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOJD-FM:,44.4159883,-118.95301,broadcast,xlarge,,"John Day, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOGL-FM:,44.8814151,-124.034593,broadcast,xlarge,,"Geleneden Beach, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOBN-FM:,43.586037,-119.0544462,broadcast,xlarge,,"Burns, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOBK-FM:,44.7748748,-117.8343848,broadcast,xlarge,,"Baker City, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOAP-FM:,42.1887721,-120.345792,broadcast,xlarge,,"Lakeview, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOAC-FM:,46.1878841,-123.8312534,broadcast,xlarge,,"Astoria, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOAC-AM:,44.5646356,-123.2619607,broadcast,xlarge,,"Corvallis, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOAB-FM:,44.0581728,-121.3153096,broadcast,xlarge,,"Bend, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KHRV-FM:,45.708857,-121.5122706,broadcast,xlarge,,"Hood River, Oregon",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KETP-FM:,45.4262617,-117.2787815,broadcast,xlarge,,"Enterprise, OR",<i>Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KTWP-FM:,48.3634784,-120.122303,broadcast,xlarge,,"Twisp, WA",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KPBX-FM:,47.66877,-117.426616,broadcast,xlarge,,"Spokane, WA",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KPBW-FM:,48.0959784,-119.7806166,broadcast,xlarge,,"Brewster, WA",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KPBG-FM:,48.9392876,-119.4352588,broadcast,xlarge,,"Oroville, WA",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KOMQ-FM:,48.4109853,-119.5275506,broadcast,xlarge,,"Omak, WA",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KLGG-FM:,47.5382565,-116.1193327,broadcast,xlarge,,"Kellogg, ID",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
KIBX-FM:,48.6913257,-116.3163092,broadcast,xlarge,,"Bonner's Ferry, ID",<i>Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba</i>,,,,,,,,,,,,
WTEB-FM:,34.7540524,-77.4302414,broadcast,xlarge,,"Greenville-New Bern-Jacksonville, NC",<i>Live Wire | Living On Earth | PRX Remix | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WMKO-FM:,25.9397412,-81.7075355,broadcast,large,,"Marco, FL",<i>Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WGCU-FM:,26.1391777,-81.7955475,broadcast,large,,"Ft. Myers-Naples, FL",<i>Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KOSU-FM:,35.4688692,-97.519539,broadcast,large,,"Oklahoma City, OK",<i>Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOSR-FM:,36.1156071,-97.0583681,broadcast,large,,"Stillwater, OK",<i>Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KOSN-FM:,36.5245267,-95.0238513,broadcast,large,,"Ketchum, OK",<i>Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KVHL-FM:,30.7593452,-98.6750379,broadcast,large,,"Llano, TX",<i>Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think</i>,,,,,,,,,,,,
KTPD-FM:,29.3708857,-100.8958674,broadcast,large,,"Del Rio, TX",<i>Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think</i>,,,,,,,,,,,,
KSTX-FM:,29.4251905,-98.4945922,broadcast,large,,"San Antonio, TX",<i>Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think</i>,,,,,,,,,,,,
KCTI-AM:,29.5016257,-97.4524926,broadcast,large,,"Gonzales, TX",<i>Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think</i>,,,,,,,,,,,,
WSCI-FM:,32.7833163,-79.9319664,broadcast,large,,"Charleston, SC",<i>Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WLTR-FM:,34.0008322,-81.035147,broadcast,large,,"Columbia, SC",<i>Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge</i>,,,,,,,,,,,,
South Carolina Public Radio (WEPR-FM):,34.8484984,-82.4000158,broadcast,large,,"Greenville, SC",<i>Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WUCX-FM:,43.5944677,-83.8888647,broadcast,large,,"Bay City, MI","<i>Left, Right & Center | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WUTC-FM:,35.0457984,-85.3093995,broadcast,large,,"Chattanooga, TN","<i>Latino USA | Left, Right & Center | Live Wire | The Moth Radio Hour | This American Life | To the Best of Our Knowledge</i>",,,,,,,,,,,,
KANW-FM2:,35.0843859,-106.650422,broadcast,large,,"Albuquerque, NM",<i>Christopher Kimball's Milk Street Radio | Reveal | Sound Opinions | The World | Think | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WXVS-FM:,31.2135511,-82.3540178,broadcast,large,,"Waycross, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WWIO-FM:,31.1510919,-81.4878157,broadcast,large,,"Brunswick, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WWIO-AM:,30.7478954,-81.5706109,broadcast,large,,"St. Marys, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WWET-FM:,30.8328597,-83.2771957,broadcast,large,,"Valdosta, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WUWG-FM:,33.5801103,-85.0766113,broadcast,large,,"Carrollton, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WUNV-FM:,31.5784757,-84.1513687,broadcast,large,,"Albany, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WSVH-FM:,32.0808989,-81.091203,broadcast,large,,"Savannah, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WRGC-FM:,33.0801429,-83.2320991,broadcast,large,,"Milledgeville, G",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WPPR-FM:,34.565098,-83.5451724,broadcast,large,,"Demorest, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WNGU-FM:,34.5261465,-83.9843953,broadcast,large,,"Dahlonega, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WNGH-FM:,34.7659145,-84.7699385,broadcast,large,,"Chatsworth, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WMUM-FM:,32.8362271,-83.6320478,broadcast,large,,"Macon, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WJWV-FM:,31.6090569,-85.0471505,broadcast,large,,"Fort Gaines, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WJSP-FM:,33.7501275,-84.3885209,broadcast,large,,"Atlanta, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WGPB-FM:,34.2564774,-85.1687212,broadcast,large,,"Rome, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WATY-FM:,30.8305102,-82.0098375,broadcast,large,,"Folkston, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WACG-FM:,33.4687314,-82.0283188,broadcast,large,,"Augusta, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WABR-FM:,31.45278,-83.5104801,broadcast,large,,"Tifton, GA",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
KCEU-FM:,39.5994095,-110.8107148,broadcast,large,,"Price, UT",<i>Latino USA | Live Wire | Living On Earth | The Moth Radio Hour | This American Life | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WILL-AM:,40.1105875,-88.2072697,broadcast,large,,"Urbana / Champaign, IL",<i>Latino USA | Living On Earth | Reveal | The Moth Radio Hour | This American Life | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WMUK-FM:,42.2896532,-85.5856279,broadcast,large,,"Kalamazoo, MI",<i>Live Wire | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WFPL-FM:,38.2468618,-85.7663724,broadcast,large,,"Louisville, KY",<i>Embodied | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
KMPQ-FM:,43.213552,-123.3412759,broadcast,large,,"Roseburg, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
KLFR-FM:,43.7023389,-124.0967779,broadcast,large,,"Reedsport, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
KLFO-FM:,43.9826214,-124.0998409,broadcast,large,,"Florence, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
KLCO-FM:,44.6367836,-124.0534505,broadcast,large,,"Newport, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
KLCC-FM:,44.052121,-123.0896705,broadcast,large,,"Eugene, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
KLBR-FM:,44.0581728,-121.3153096,broadcast,large,,"Bend, OR",<i>Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life</i>,,,,,,,,,,,,
WLSU-FM:,43.813085,-91.229315,broadcast,large,,"LaCrosse, WI",<i>As It Happens | Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | PRX Remix | Reveal</i>,,,,,,,,,,,,
WVIK-FM:,41.5094771,-90.5787476,broadcast,large,,"Rock Island, IL","<i>Latino USA | Left, Right & Center | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show</i>",,,,,,,,,,,,
KQVO-FM:,32.6789476,-115.4988834,broadcast,large,,"Calexico, CA",<i>Reveal | Snap Judgment | The Moth Radio Hour | The Sam Sanders Show | The World | This American Life</i>,,,,,,,,,,,,
KPBS-FM:,32.715738,-117.1610838,broadcast,large,,"San Diego, CA",<i>Reveal | Snap Judgment | The Moth Radio Hour | The Sam Sanders Show | The World | This American Life</i>,,,,,,,,,,,,
KISU-FM:,42.8621042,-112.4506191,broadcast,large,,"Pocatello, ID",<i>Living On Earth | Christopher Kimball's Milk Street Radio | PRX Remix | PRX Remix | Reveal | Zorba</i>,,,,,,,,,,,,
KUXU-FM:,38.6299724,-112.1207573,broadcast,large,,"Monroe, UT",<i>Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KUOU-FM:,40.299403,-109.9887605,broadcast,large,,"Roosevelt, UT",<i>Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KUHU-FM:,37.8713829,-109.3428948,broadcast,large,,"Monticello, UT",<i>Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KUEU-FM:,41.7369803,-111.8338359,broadcast,large,,"Logan, UT",<i>Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KUER-FM:,40.7605601,-111.8881397,broadcast,large,,"Salt Lake City-Ogden-Provo, UT",<i>Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
WNJY-FM:,40.8971794,-74.7017328,broadcast,large,,"Netcong, NJ",<i>Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
WNJT-FM:,40.2201787,-74.7642295,broadcast,large,,"Trenton, NJ",<i>Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
WNJP-FM:,41.2078211,-74.6071735,broadcast,large,,"Sussex, NJ",<i>Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
WNJO-FM:,39.9273515,-74.0775164,broadcast,large,,Toms River/Seaside Park,<i>Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
WDDE-FM:,39.158168,-75.5243682,broadcast,large,,"Dover, DE",<i>Reveal | Snap Judgment | Sound Opinions | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
KHCT-FM:,38.3644567,-98.7648073,broadcast,large,,"Great Bend/Hays, KS",<i>Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba</i>,,,,,,,,,,,,
KHCD-FM:,38.8402805,-97.6114237,broadcast,large,,"Salina/Manhattan, KS",<i>Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba</i>,,,,,,,,,,,,
KHCC-FM:,38.0608445,-97.9297743,broadcast,large,,"Hutchinson, KS",<i>Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba</i>,,,,,,,,,,,,
Marfa Public Radio (KRTS-FM):,30.3094622,-104.020623,broadcast,large,,"Marfa, TX",<i>Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life</i>,,,,,,,,,,,,
KRTP-FM:,30.3561488,-103.6696958,broadcast,large,,"Alpine, TX",<i>Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life</i>,,,,,,,,,,,,
KDKY-FM:,30.2051688,-103.2446205,broadcast,large,,"Marathon, TX",<i>Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life</i>,,,,,,,,,,,,
KUAR-FM:,34.7444618,-92.2880157,broadcast,large,,"Little Rock, AR",<i>Embodied | Living On Earth | PRX Remix | The Moth Radio Hour | The Sam Sanders Show | Think</i>,,,,,,,,,,,,
WFDD-FM:,35.9556923,-80.0053176,broadcast,large,,"Greensboro-Winston-Salem-High Point, NC",<i>Latino USA | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WAMC-FM2:,42.7636479,-73.6536209,broadcast,large,,"Albany-Schenectady-Troy, NY",<i>Echoes | Jazz After Hours | Living On Earth | Selected Shorts | Snap Judgment | The World</i>,,,,,,,,,,,,
KMXT-FM2:,57.79,-152.4072222,broadcast,large,,"Kodiak, AK",<i>Afropop Worldwide | Echoes | Jazz After Hours | No Small Endeavor | The World</i>,,,,,,,,,,,,
WWCM-FM:,43.9830762,-83.9588803,broadcast,large,,"Standish, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WCMZ-FM:,46.4977115,-84.3475876,broadcast,large,,"Sault Ste. Marie, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WCMW-FM:,45.4316759,-84.9919992,broadcast,large,,"Harbor Springs, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WCMU-FM:,43.5978075,-84.7675139,broadcast,large,,"Mount Pleasant, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WCML-FM:,45.0616794,-83.4327528,broadcast,large,,"Alpena, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
WCMB-FM:,44.4204219,-83.3302447,broadcast,large,,"Oscoda, MI","<i>Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World</i>",,,,,,,,,,,,
KXKM-FM:,61.4330692,-142.9229248,broadcast,large,,"McCarthy, AK",<i>Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba</i>,,,,,,,,,,,,
KXGA-FM:,62.1081204,-145.5340116,broadcast,large,,"Glenallen, AK",<i>Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba</i>,,,,,,,,,,,,
KUAC-FM:,64.8400511,-147.7199756,broadcast,large,,"Fairbanks, AK",<i>Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba</i>,,,,,,,,,,,,
KIYU-AM:,64.7412605,-156.871111,broadcast,large,,"Galena, AK",<i>Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba</i>,,,,,,,,,,,,
WHID-FM:,44.5133188,-88.0132958,broadcast,large,,"Green Bay, WI",<i>Latino USA | Live Wire | PRX Remix | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WABE-FM:,33.81092,-84.363484,broadcast,large,,"Atlanta, GA",<i>Living On Earth | No Small Endeavor | Reveal | The Moth Radio Hour | The World | Think</i>,,,,,,,,,,,,
WBEZ-FM:,41.88325,-87.6323879,broadcast,large,,"Chicago, IL",<i>Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life</i>,,,,,,,,,,,,
WBEW-FM:,41.6105937,-87.0641992,broadcast,large,,"Chesterton, IN",<i>Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life</i>,,,,,,,,,,,,
WBEQ-FM:,41.357254,-88.4211785,broadcast,large,,"Morris, IL",<i>Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life</i>,,,,,,,,,,,,
WBEK-FM:,41.1200325,-87.8611531,broadcast,large,,"Kankakee, IL",<i>Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life</i>,,,,,,,,,,,,
KWPR-FM:,39.2533328,-114.874248,broadcast,large,,"Lund/Ely, NV",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KTPH-FM:,38.069211,-117.2305861,broadcast,large,,"Tonopah, NV",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KSGU-FM:,37.0965278,-113.5684164,broadcast,large,,"Saint George, UT",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KNPR-FM:,36.171563,-115.1391009,broadcast,large,,"Las Vegas, NV",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KLNR-FM:,37.7891056,-114.3846527,broadcast,large,,"Panaca, NV",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KLKR-FM:,40.8436459,-115.7526187,broadcast,large,,"Elko, NV",<i>Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World</i>,,,,,,,,,,,,
KTEP-FM:,31.7618778,-106.4850217,broadcast,large,,"El Paso, TX",<i>Latino USA | Living On Earth | Snap Judgment | Think | This American Life | Zorba</i>,,,,,,,,,,,,
KODK-FM:,57.792705,-152.395747,broadcast,large,,"Kodiak, AK",<i>Embodied | Living On Earth | Reveal | Sound Opinions | The World | Think</i>,,,,,,,,,,,,
WNRK-FM:,41.2425531,-82.6157331,broadcast,large,,"Norwalk, OH",<i>Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WKSV-FM:,41.686894,-81.0451037,broadcast,large,,"Thompson, OH",<i>Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WKSU-FM:,41.49932,-81.6943605,broadcast,large,,"Cleveland, OH",<i>Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WKRW-FM:,40.7974633,-81.9460011,broadcast,large,,"Wooster, OH",<i>Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
WKRJ-FM:,40.5206198,-81.4740054,broadcast,large,,"Dover, OH",<i>Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
